"","species","qtd"
"6065","Mouriri guianensis",1
"6066","Mouriri huberi",0
"6067","Mouriri laxiflora",0
"6068","Mouriri longifolia",0
"6069","Mouriri lunatanthera",0
"6070","Mouriri micradenia",0
"6071","Mouriri monopora",0
"6072","Mouriri myrtifolia",0
"6073","Mouriri myrtilloides",0
"6074","Mouriri nervosa",0
"6075","Mouriri nigra",0
"6076","Mouriri obtusiloba",0
"6077","Mouriri oligantha",0
"6078","Mouriri pauciflora",0
"6079","Mouriri peruviana",0
"6080","Mouriri pranceana",0
"6081","Mouriri retentipetala",0
"6082","Mouriri sagotiana",0
"6083","Mouriri sideroxylon",0
"6084","Mouriri spruceana",0
"6085","Mouriri subumbellata",0
"6086","Mouriri tessmannii",0
"6087","Mouriri torquata",0
"6088","Mouriri trunciflora",0
"6089","Mouriri uncitheca",0
"6090","Mouriri vernicosa",0
"6091","Mouriri viridicosta",0
"6092","Nepsera aquatica",2
"6093","Opisthocentra clidemioides",0
"6094","Ossaea araneifera",0
"6095","Ossaea boliviensis",0
"6096","Ossaea bullifera",0
"6097","Ossaea coarctiflora",0
"6098","Ossaea cucullata",0
"6099","Ossaea leptopus",0
"6100","Ossaea mavacana",0
"6101","Pachyloma coriaceum",0
"6102","Pachyloma huberioides",0
"6103","Pachyloma setosum",0
"6104","Phainantha laxiflora",0
"6105","Phainantha myrteoloides",0
"6106","Poteranthera pusilla",0
"6107","Poteranthera windischii",0
"6108","Pterogastra divaricata",1
"6109","Pterogastra minor",0
"6110","Pterolepis buraeavii",0
"6111","Pterolepis glomerata",0
"6112","Pterolepis picorondonica",0
"6113","Pterolepis trichotoma",2
"6114","Quipuanthus epipetricus",0
"6115","Rhynchanthera dichotoma",0
"6116","Rhynchanthera grandiflora",0
"6117","Rhynchanthera hispida",0
"6118","Rhynchanthera novemnervia",0
"6119","Rhynchanthera serrulata",1
"6120","Salpinga ciliata",0
"6121","Salpinga glandulosa",0
"6122","Salpinga maranonensis",0
"6123","Salpinga peruviana",0
"6124","Salpinga pusilla",0
"6125","Salpinga secunda",0
"6126","Sandemania hoehnei",0
"6127","Siphanthera cordifolia",0
"6128","Siphanthera fasciculata",0
"6129","Siphanthera hostmannii",0
"6130","Siphanthera subtilis",0
"6131","Siphanthera todziae",0
"6132","Tateanthus duidae",0
"6133","Tessmannianthus cenepensis",0
"6134","Tessmannianthus heterostemon",0
"6135","Tibouchina aspera",2
"6136","Tibouchina barbigera",0
"6137","Tibouchina bipenicillata",0
"6138","Tibouchina catharinae",0
"6139","Tibouchina edmundoi",0
"6140","Tibouchina geitneriana",0
"6141","Tibouchina llanorum",0
"6142","Tibouchina longifolia",0
"6143","Tibouchina ochypetala",0
"6144","Tibouchina striphnocalyx",0
"6145","Tococa aristata",0
"6146","Tococa bullifera",0
"6147","Tococa capitata",0
"6148","Tococa caquetana",0
"6149","Tococa carolensis",0
"6150","Tococa caryophyllaea",0
"6151","Tococa caudata",0
"6152","Tococa ciliata",0
"6153","Tococa cinnamomea",0
"6154","Tococa cordata",0
"6155","Tococa coronata",0
"6156","Tococa costoides",0
"6157","Tococa desiliens",0
"6158","Tococa filiformis",0
"6159","Tococa gonoptera",0
"6160","Tococa guianensis",1
"6161","Tococa hirta",0
"6162","Tococa lancifolia",0
"6163","Tococa leticiana",0
"6164","Tococa macrophysca",0
"6165","Tococa macrosperma",0
"6166","Tococa nitens",0
"6167","Tococa pachystachya",0
"6168","Tococa parviflora",0
"6169","Tococa pauciflora",0
"6170","Tococa quadrialata",0
"6171","Tococa rotundifolia",0
"6172","Tococa setifera",0
"6173","Tococa stellata",0
"6174","Tococa stenoptera",0
"6175","Tococa stephanotricha",0
"6176","Tococa subciliata",0
"6177","Tococa tepuiensis",0
"6178","Triolena amazonica",0
"6179","Triolena hirsuta",0
"6180","Triolena obliqua",0
"6181","Triolena pluvialis",0
"6182","Votomita guianensis",0
"6183","Votomita monadelpha",0
"6184","Votomita orbinaxia",0
"6185","Votomita orinocensis",0
"6186","Votomita plerocarpa",0
"6187","Votomita pubescens",0
"6188","Votomita roraimensis",0
"6189","Cabralea canjerana",1
"6190","Carapa akuri",0
"6191","Carapa grandiflora",0
"6192","Carapa guianensis",67
"6193","Carapa macrocarpa",0
"6194","Carapa procera",2
"6195","Carapa vasquezii",2
"6196","Cedrela angustifolia",0
"6197","Cedrela fissilis",5
"6198","Cedrela longipetiolulata",0
"6199","Cedrela nebulosa",1
"6200","Cedrela odorata",37
"6201","Cedrela saltensis",0
"6202","Guarea carapoides",0
"6203","Guarea carinata",1
"6204","Guarea casimiriana",0
"6205","Guarea caulobotrys",0
"6206","Guarea cinnamomea",1
"6207","Guarea convergens",1
"6208","Guarea costata",0
"6209","Guarea crispa",0
"6210","Guarea cristata",0
"6211","Guarea ecuadoriensis",0
"6212","Guarea eriorhachis",0
"6213","Guarea fissicalyx",0
"6214","Guarea fistulosa",0
"6215","Guarea glabra",0
"6216","Guarea gomma",0
"6217","Guarea grandifolia",0
"6218","Guarea guentheri",0
"6219","Guarea guidonia",0
"6220","Guarea humaitensis",0
"6221","Guarea juglandiformis",0
"6222","Guarea kunthiana",0
"6223","Guarea lozanii",0
"6224","Guarea lozanoi",0
"6225","Guarea macrophylla",2
"6226","Guarea michel-moddei",1
"6227","Guarea persistens",0
"6228","Guarea pterorhachis",0
"6229","Guarea pubescens",0
"6230","Guarea purusana",0
"6231","Guarea pyriformis",0
"6232","Guarea riparia",0
"6233","Guarea scabra",0
"6234","Guarea silvatica",0
"6235","Guarea sprucei",0
"6236","Guarea subandina",0
"6237","Guarea subsetulosa",0
"6238","Guarea trunciflora",0
"6239","Guarea velutina",0
"6240","Guarea venenata",0
"6241","Guarea zepivae",0
"6242","Ruagea glabra",0
"6243","Ruagea hirsuta",0
"6244","Ruagea insignis",0
"6245","Ruagea pubescens",0
"6246","Schmardaea microphylla",0
"6247","Swietenia macrophylla",89
"6248","Trichilia adolfi",0
"6249","Trichilia areolata",0
"6250","Trichilia bullata",0
"6251","Trichilia cipo",0
"6252","Trichilia claussenii",0
"6253","Trichilia elegans",1
"6254","Trichilia elsae",0
"6255","Trichilia euneura",0
"6256","Trichilia fasciculata",0
"6257","Trichilia gamopetala",0
"6258","Trichilia hirta",0
"6259","Trichilia hispida",0
"6260","Trichilia inaequilatera",0
"6261","Trichilia laxipaniculata",0
"6262","Trichilia lecointei",0
"6263","Trichilia martiana",0
"6264","Trichilia mazanensis",0
"6265","Trichilia micrantha",0
"6266","Trichilia micropetala",0
"6267","Trichilia obovata",0
"6268","Trichilia pachypoda",0
"6269","Trichilia pallida",0
"6270","Trichilia pittieri",0
"6271","Trichilia pleeana",0
"6272","Trichilia poeppigii",0
"6273","Trichilia quadrijuga",0
"6274","Trichilia rubra",0
"6275","Trichilia schomburgkii",0
"6276","Trichilia septentrionalis",0
"6277","Trichilia singularis",0
"6278","Trichilia solitudinis",0
"6279","Trichilia stipitata",0
"6280","Trichilia surinamensis",0
"6281","Trichilia surumuensis",0
"6282","Trichilia tuberculata",0
"6283","Trichilia ulei",0
"6284","Bagassa guianensis",11
"6285","Batocarpus amazonicus",0
"6286","Batocarpus costaricensis",0
"6287","Batocarpus orinocensis",0
"6288","Brosimum acutifolium",2
"6289","Brosimum alicastrum",0
"6290","Brosimum gaudichaudii",4
"6291","Brosimum guianense",1
"6292","Brosimum lactescens",3
"6293","Brosimum longifolium",0
"6294","Brosimum melanopotamicum",0
"6295","Brosimum parinarioides",2
"6296","Brosimum potabile",0
"6297","Brosimum rubescens",5
"6298","Brosimum utile",1
"6299","Castilla ulei",1
"6300","Clarisia biflora",0
"6301","Clarisia ilicifolia",0
"6302","Clarisia racemosa",4
"6303","Dorstenia tubicina",0
"6304","Ficus acreana",0
"6305","Ficus albert-smithii",0
"6306","Ficus amazonica",0
"6307","Ficus americana",0
"6308","Ficus aripuanensis",0
"6309","Ficus arpazusa",0
"6310","Ficus blepharophylla",0
"6311","Ficus boliviana",1
"6312","Ficus brevibracteata",0
"6313","Ficus broadwayi",0
"6314","Ficus caballina",0
"6315","Ficus casapiensis",0
"6316","Ficus castellviana",0
"6317","Ficus catappifolia",0
"6318","Ficus ceronii",0
"6319","Ficus christianii",0
"6320","Ficus citrifolia",1
"6321","Ficus coerulescens",0
"6322","Ficus crateriformis",1
"6323","Ficus cremersii",0
"6324","Ficus crocata",0
"6325","Ficus donnell-smithii",0
"6326","Ficus duckeana",0
"6327","Ficus dugandii",0
"6328","Ficus elliotiana",0
"6329","Ficus eximia",0
"6330","Ficus glabrata",1
"6331","Ficus gomelleira",0
"6332","Ficus hatschbachii",0
"6333","Ficus insipida",5
"6334","Ficus killipii",0
"6335","Ficus krukovii",0
"6336","Ficus lauretana",0
"6337","Ficus leiophylla",0
"6338","Ficus macbridei",0
"6339","Ficus malacocarpa",0
"6340","Ficus maroma",0
"6341","Ficus mathewsii",0
"6342","Ficus matiziana",0
"6343","Ficus maxima",0
"6344","Ficus mollicula",0
"6345","Ficus nymphaeifolia",1
"6346","Ficus obtusifolia",1
"6347","Ficus obtusiuscula",0
"6348","Ficus ocoana",0
"6349","Ficus pakkensis",0
"6350","Ficus pallida",0
"6351","Ficus panurensis",0
"6352","Ficus paraensis",0
"6353","Ficus pastasana",0
"6354","Ficus pertusa",1
"6355","Ficus piresiana",0
"6356","Ficus popenoei",0
"6357","Ficus pulchella",0
"6358","Ficus quichuana",0
"6359","Ficus quistocochensis",0
"6360","Ficus roraimensis",0
"6361","Ficus schippii",0
"6362","Ficus schultesii",0
"6363","Ficus schumacheri",0
"6364","Ficus sphenophylla",0
"6365","Ficus tonduzii",0
"6366","Ficus trapezicola",0
"6367","Ficus trigona",0
"6368","Ficus trigonata",0
"6369","Ficus tubulosa",0
"6370","Ficus ulei",0
"6371","Ficus ursina",0
"6372","Ficus velutina",0
"6373","Ficus yoponensis",1
"6374","Ficus ypsilophlebia",0
"6375","Helianthostylis sprucei",0
"6376","Helianthostylis steyermarkii",0
"6377","Helicostylis elegans",0
"6378","Helicostylis heterotricha",0
"6379","Helicostylis pedunculata",0
"6380","Helicostylis scabra",0
"6381","Helicostylis tomentosa",0
"6382","Helicostylis tovarensis",0
"6383","Helicostylis turbinata",0
"6384","Maclura tinctoria",0
"6385","Maquira calophylla",0
"6386","Maquira coriacea",4
"6387","Maquira guianensis",0
"6388","Maquira sclerophylla",0
"6389","Naucleopsis caloneura",1
"6390","Naucleopsis concinna",0
"6391","Naucleopsis glabra",2
"6392","Naucleopsis guianensis",0
"6393","Naucleopsis herrerensis",0
"6394","Naucleopsis humilis",0
"6395","Naucleopsis imitans",0
"6396","Naucleopsis inaequalis",0
"6397","Naucleopsis jamariensis",0
"6398","Naucleopsis krukovii",0
"6399","Naucleopsis macrophylla",0
"6400","Naucleopsis oblongifolia",0
"6401","Naucleopsis pseudonaga",0
"6402","Naucleopsis riparia",0
"6403","Naucleopsis stipularis",0
"6404","Naucleopsis ternstroemiiflora",0
"6405","Naucleopsis ulei",1
"6406","Naucleopsis velutina",0
"6407","Perebea angustifolia",0
"6408","Perebea guianensis",0
"6409","Perebea humilis",0
"6410","Perebea longepedunculata",0
"6411","Perebea mennegae",0
"6412","Perebea mollis",0
"6413","Perebea rubra",0
"6414","Perebea tessmannii",0
"6415","Perebea xanthochyma",0
"6416","Poulsenia armata",1
"6417","Pseudolmedia gentryi",0
"6418","Pseudolmedia laevigata",0
"6419","Pseudolmedia laevis",2
"6420","Pseudolmedia macrophylla",0
"6421","Pseudolmedia rigida",0
"6422","Sorocea amazonica",0
"6423","Sorocea briquetii",0
"6424","Sorocea duckei",0
"6425","Sorocea klotzschiana",0
"6426","Sorocea muriculata",0
"6427","Sorocea opima",0
"6428","Sorocea pubivena",0
"6429","Sorocea sprucei",0
"6430","Sorocea steinbachii",0
"6431","Trophis caucana",0
"6432","Trophis racemosa",0
"6433","Trymatococcus amazonicus",0
"6434","Trymatococcus oligandrus",0
"6435","Compsoneura capitellata",0
"6436","Compsoneura debilis",0
"6437","Compsoneura diazii",0
"6438","Compsoneura lapidiflora",0
"6439","Compsoneura mutisii",0
"6440","Compsoneura racemosa",0
"6441","Compsoneura schultesiana",0
"6442","Compsoneura sprucei",0
"6443","Compsoneura ulei",0
"6444","Iryanthera campinae",0
"6445","Iryanthera coriacea",1
"6446","Iryanthera crassifolia",0
"6447","Iryanthera dialyandra",0
"6448","Iryanthera elliptica",0
"6449","Iryanthera grandis",0
"6450","Iryanthera hostmannii",1
"6451","Iryanthera inpae",0
"6452","Iryanthera juruensis",2
"6453","Iryanthera laevis",0
"6454","Iryanthera lancifolia",0
"6455","Iryanthera macrophylla",0
"6456","Iryanthera megistophylla",0
"6457","Iryanthera obovata",0
"6458","Iryanthera olacoides",0
"6459","Iryanthera paradoxa",0
"6460","Iryanthera paraensis",0
"6461","Iryanthera polyneura",0
"6462","Iryanthera sagotiana",0
"6463","Iryanthera tessmannii",1
"6464","Iryanthera tricornis",0
"6465","Iryanthera ulei",0
"6466","Osteophloeum platyspermum",2
"6467","Otoba glycycarpa",0
"6468","Otoba lehmannii",0
"6469","Otoba novogranatensis",0
"6470","Otoba parvifolia",0
"6471","Virola albidiflora",0
"6472","Virola caducifolia",1
"6473","Virola calophylla",1
"6474","Virola calophylloidea",0
"6475","Virola coelhoi",0
"6476","Virola crebrinervia",0
"6477","Virola decorticans",0
"6478","Virola dixonii",0
"6479","Virola duckei",1
"6480","Virola elongata",2
"6481","Virola flexuosa",1
"6482","Virola guggenheimii",0
"6483","Virola kwatae",0
"6484","Virola loretensis",1
"6485","Virola macrocarpa",0
"6486","Virola malmei",0
"6487","Virola marleneae",0
"6488","Virola michelii",2
"6489","Virola minutiflora",0
"6490","Virola mollissima",1
"6491","Virola multicostata",0
"6492","Virola multiflora",0
"6493","Virola multinervia",0
"6494","Virola obovata",0
"6495","Virola parvifolia",0
"6496","Virola pavonis",4
"6497","Virola peruviana",0
"6498","Virola polyneura",0
"6499","Virola reidii",0
"6500","Virola rugulosa",0
"6501","Virola schultesii",0
"6502","Virola sebifera",3
"6503","Virola surinamensis",10
"6504","Virola venosa",1
"6505","Virola weberbaueri",0
"6506","Blepharocalyx eggersii",0
"6507","Calycolpus aequatorialis",0
"6508","Calycolpus alternifolius",0
"6509","Calycolpus andersonii",0
"6510","Calycolpus bolivarensis",0
"6511","Calycolpus calophyllus",0
"6512","Calycolpus cochleatus",0
"6513","Calycolpus goetheanus",0
"6514","Calycolpus moritzianus",0
"6515","Calycolpus revolutus",0
"6516","Calycolpus roraimensis",0
"6517","Calycolpus surinamensis",0
"6518","Calycorectes batavorum",0
"6519","Calycorectes bergii",0
"6520","Calycorectes costatus",0
"6521","Calycorectes enormis",0
"6522","Calycorectes grandifolius",0
"6523","Calycorectes guyanensis",0
"6524","Calycorectes maximus",0
"6525","Calycorectes rodriguesii",0
"6526","Calycorectes wurdackii",0
"6527","Calycorectes yatuae",0
"6528","Calyptranthes aequatoriensis",0
"6529","Calyptranthes ampliflora",0
"6530","Calyptranthes amshoffae",0
"6531","Calyptranthes bipennis",0
"6532","Calyptranthes bracteata",0
"6533","Calyptranthes brevispicata",0
"6534","Calyptranthes canaliculata",0
"6535","Calyptranthes carinata",0
"6536","Calyptranthes clusiifolia",0
"6537","Calyptranthes compactiflora",0
"6538","Calyptranthes conduplicata",0
"6539","Calyptranthes corticosa",0
"6540","Calyptranthes crebra",0
"6541","Calyptranthes cuspidata",0
"6542","Calyptranthes densiflora",0
"6543","Calyptranthes fasciculata",0
"6544","Calyptranthes forsteri",0
"6545","Calyptranthes glandulosa",0
"6546","Calyptranthes irregularis",0
"6547","Calyptranthes ishoaquinicca",0
"6548","Calyptranthes krugioides",0
"6549","Calyptranthes lanceolata",0
"6550","Calyptranthes lepida",0
"6551","Calyptranthes lindeniana",0
"6552","Calyptranthes longifolia",0
"6553","Calyptranthes lucida",0
"6554","Calyptranthes macrocarpa",0
"6555","Calyptranthes macrophylla",0
"6556","Calyptranthes manuensis",0
"6557","Calyptranthes maxima",0
"6558","Calyptranthes moaensis",0
"6559","Calyptranthes multiflora",1
"6560","Calyptranthes nervata",0
"6561","Calyptranthes nigrescens",0
"6562","Calyptranthes nigricans",0
"6563","Calyptranthes ovoidea",0
"6564","Calyptranthes paniculata",1
"6565","Calyptranthes plicata",0
"6566","Calyptranthes pulchella",0
"6567","Calyptranthes pullei",0
"6568","Calyptranthes rufotomentosa",0
"6569","Calyptranthes ruiziana",0
"6570","Calyptranthes scoparia",0
"6571","Calyptranthes sessilis",0
"6572","Calyptranthes simulata",0
"6573","Calyptranthes smithii",0
"6574","Calyptranthes sparsiflora",0
"6575","Calyptranthes speciosa",0
"6576","Calyptranthes spicata",0
"6577","Calyptranthes spruceana",0
"6578","Calyptranthes tessmannii",0
"6579","Calyptranthes tridymantha",0
"6580","Calyptranthes vexata",0
"6581","Calyptranthes yasuniana",0
"6582","Campomanesia aromatica",0
"6583","Campomanesia cucullata",1
"6584","Campomanesia grandiflora",0
"6585","Campomanesia lineatifolia",1
"6586","Campomanesia speciosa",0
"6587","Eugenia abunan",0
"6588","Eugenia acrensis",0
"6589","Eugenia aerosa",0
"6590","Eugenia agathopoda",0
"6591","Eugenia albicans",0
"6592","Eugenia altoalegre",0
"6593","Eugenia amblyosepala",0
"6594","Eugenia ampla",0
"6595","Eugenia amshoffae",0
"6596","Eugenia anastomosans",0
"6597","Eugenia arawakorum",0
"6598","Eugenia argyrophylla",0
"6599","Eugenia armeniaca",0
"6600","Eugenia atroracemosa",0
"6601","Eugenia atrosquamata",0
"6602","Eugenia baileyi",0
"6603","Eugenia belemitana",0
"6604","Eugenia biflora",0
"6605","Eugenia breviracemosa",0
"6606","Eugenia brownsbergii",0
"6607","Eugenia bullatifolia",0
"6608","Eugenia cachoeirensis",0
"6609","Eugenia caducibracteata",0
"6610","Eugenia caducipetala",1
"6611","Eugenia callichroma",0
"6612","Eugenia calva",0
"6613","Eugenia chartacea",0
"6614","Eugenia chrysobalanoides",0
"6615","Eugenia chrysophyllum",0
"6616","Eugenia citrifolia",0
"6617","Eugenia coffeifolia",0
"6618","Eugenia conduplicata",0
"6619","Eugenia conjuncta",0
"6620","Eugenia cowanii",0
"6621","Eugenia cribrata",0
"6622","Eugenia crucicalyx",0
"6623","Eugenia cuaoensis",0
"6624","Eugenia cucullata",0
"6625","Eugenia cupulata",0
"6626","Eugenia curvivenia",0
"6627","Eugenia cuspidifolia",0
"6628","Eugenia denigrata",0
"6629","Eugenia densiracemosa",0
"6630","Eugenia dentata",0
"6631","Eugenia dibrachiata",0
"6632","Eugenia diplocampta",0
"6633","Eugenia discors",0
"6634","Eugenia discreta",0
"6635","Eugenia dittocrepis",0
"6636","Eugenia egensis",0
"6637","Eugenia emarginata",0
"6638","Eugenia ependytes",0
"6639","Eugenia essequiboensis",0
"6640","Eugenia eurycheila",0
"6641","Eugenia exaltata",1
"6642","Eugenia excelsa",0
"6643","Eugenia ferreiraeana",0
"6644","Eugenia flavescens",0
"6645","Eugenia florida",0
"6646","Eugenia fortuita",0
"6647","Eugenia froesii",0
"6648","Eugenia galalonensis",0
"6649","Eugenia gerdae",0
"6650","Eugenia glomeruliflora",0
"6651","Eugenia gomesiana",1
"6652","Eugenia gongylocarpa",0
"6653","Eugenia griseiflora",0
"6654","Eugenia heterochroma",0
"6655","Eugenia illepida",0
"6656","Eugenia incanescens",0
"6657","Eugenia inundata",1
"6658","Eugenia joseramosii",0
"6659","Eugenia kaieteurensis",0
"6660","Eugenia kerianthera",1
"6661","Eugenia lambertiana",0
"6662","Eugenia latifolia",0
"6663","Eugenia ligustrina",0
"6664","Eugenia limbosa",0
"6665","Eugenia lisboae",1
"6666","Eugenia lomeroensis",0
"6667","Eugenia longicuspis",0
"6668","Eugenia longiracemosa",0
"6669","Eugenia longisepala",0
"6670","Eugenia luciae",0
"6671","Eugenia magna",0
"6672","Eugenia malpighioides",0
"6673","Eugenia marleneae",1
"6674","Eugenia marlierioides",0
"6675","Eugenia marowynensis",0
"6676","Eugenia micranthoides",0
"6677","Eugenia micropora",0
"6678","Eugenia mimus",0
"6679","Eugenia minuscula",0
"6680","Eugenia monticola",0
"6681","Eugenia morii",0
"6682","Eugenia moschata",0
"6683","Eugenia multirimosa",0
"6684","Eugenia myrobalana",0
"6685","Eugenia ochrophloea",0
"6686","Eugenia oerstediana",0
"6687","Eugenia omissa",0
"6688","Eugenia ovalis",0
"6689","Eugenia pachystachya",0
"6690","Eugenia pallidopunctata",0
"6691","Eugenia patens",0
"6692","Eugenia patrisii",0
"6693","Eugenia percincta",0
"6694","Eugenia percrenata",0
"6695","Eugenia poiteaui",0
"6696","Eugenia polyadena",0
"6697","Eugenia polystachya",0
"6698","Eugenia producta",0
"6699","Eugenia protenta",0
"6700","Eugenia pseudopsidium",0
"6701","Eugenia pubescens",0
"6702","Eugenia punicifolia",2
"6703","Eugenia pusilliflora",0
"6704","Eugenia quadrijuga",0
"6705","Eugenia quadriovulata",0
"6706","Eugenia ramiflora",0
"6707","Eugenia roseiflora",0
"6708","Eugenia scalariformis",0
"6709","Eugenia schunkei",0
"6710","Eugenia sericifolia",0
"6711","Eugenia sigillata",0
"6712","Eugenia solimoensis",0
"6713","Eugenia spruceana",0
"6714","Eugenia stenosepaloides",0
"6715","Eugenia stictopetala",0
"6716","Eugenia stipitata",12
"6717","Eugenia stylaris",0
"6718","Eugenia tafelbergica",0
"6719","Eugenia tenuiflora",0
"6720","Eugenia tenuimarginata",0
"6721","Eugenia tetramera",0
"6722","Eugenia tetrasticha",0
"6723","Eugenia trinervia",1
"6724","Eugenia tumulescens",0
"6725","Eugenia ulei",0
"6726","Eugenia umbonata",0
"6727","Eugenia undulata",0
"6728","Eugenia variareolata",0
"6729","Eugenia versicolor",0
"6730","Eugenia victoriana",0
"6731","Eugenia wentii",0
"6732","Eugenia wullschlaegeliana",0
"6733","Eugenia yasuniana",1
"6734","Marlierea areolata",0
"6735","Marlierea bipennis",0
"6736","Marlierea biptera",0
"6737","Marlierea buxifolia",0
"6738","Marlierea caesariata",0
"6739","Marlierea cana",0
"6740","Marlierea caudata",0
"6741","Marlierea convexivenia",0
"6742","Marlierea cuprea",0
"6743","Marlierea ensiformis",0
"6744","Marlierea ferruginea",0
"6745","Marlierea guildingiana",0
"6746","Marlierea imperfecta",0
"6747","Marlierea insignis",0
"6748","Marlierea karuaiensis",0
"6749","Marlierea ligustrina",0
"6750","Marlierea lituatinervia",0
"6751","Marlierea macrophylla",0
"6752","Marlierea maguirei",0
"6753","Marlierea mcvaughii",0
"6754","Marlierea montana",0
"6755","Marlierea multiglomerata",0
"6756","Marlierea pudica",0
"6757","Marlierea rugosior",0
"6758","Marlierea salticola",0
"6759","Marlierea schomburgkiana",0
"6760","Marlierea scytophylla",0
"6761","Marlierea spruceana",0
"6762","Marlierea subcordata",0
"6763","Marlierea suborbicularis",0
"6764","Marlierea subulata",0
"6765","Marlierea summa",0
"6766","Marlierea umbraticola",0
"6767","Marlierea velutina",1
"6768","Marlierea ventuarensis",0
"6769","Myrcia aequatoriensis",0
"6770","Myrcia albidotomentosa",0
"6771","Myrcia albobrunnea",0
"6772","Myrcia aliena",0
"6773","Myrcia amanana",0
"6774","Myrcia amapensis",0
"6775","Myrcia amazonica",0
"6776","Myrcia ambivalens",0
"6777","Myrcia angusta",0
"6778","Myrcia atramentifera",0
"6779","Myrcia attenuata",0
"6780","Myrcia bolivarensis",0
"6781","Myrcia bonnetiasylvestris",0
"6782","Myrcia bracteata",1
"6783","Myrcia breviflora",0
"6784","Myrcia calycampa",0
"6785","Myrcia cantana",0
"6786","Myrcia castanea",0
"6787","Myrcia citrifolia",0
"6788","Myrcia clausa",0
"6789","Myrcia clusiifolia",0
"6790","Myrcia compta",0
"6791","Myrcia concava",0
"6792","Myrcia coumete",0
"6793","Myrcia crassimarginata",0
"6794","Myrcia crispa",0
"6795","Myrcia cuprea",0
"6796","Myrcia decorticans",0
"6797","Myrcia deflexa",1
"6798","Myrcia dichasialis",0
"6799","Myrcia dispar",0
"6800","Myrcia divisoria",0
"6801","Myrcia egensis",0
"6802","Myrcia ehrenbergiana",0
"6803","Myrcia elevata",1
"6804","Myrcia exploratoris",0
"6805","Myrcia extranea",0
"6806","Myrcia fascicularis",0
"6807","Myrcia fenestrata",0
"6808","Myrcia ferruginea",0
"6809","Myrcia gentryi",0
"6810","Myrcia gigas",0
"6811","Myrcia gonini",0
"6812","Myrcia graciliflora",0
"6813","Myrcia grandis",0
"6814","Myrcia guianensis",1
"6815","Myrcia haenkeana",0
"6816","Myrcia hoffmannseggii",0
"6817","Myrcia huallagae",0
"6818","Myrcia imperfecta",0
"6819","Myrcia inaequiloba",0
"6820","Myrcia induta",0
"6821","Myrcia integra",0
"6822","Myrcia intonsa",0
"6823","Myrcia laevis",0
"6824","Myrcia laxa",0
"6825","Myrcia liesneri",0
"6826","Myrcia longiramea",0
"6827","Myrcia lucida",0
"6828","Myrcia macaca",0
"6829","Myrcia madida",0
"6830","Myrcia magna",0
"6831","Myrcia magnoliifolia",0
"6832","Myrcia manausensis",0
"6833","Myrcia maraana",0
"6834","Myrcia mathewsiana",0
"6835","Myrcia minutiflora",0
"6836","Myrcia mollis",0
"6837","Myrcia multiflora",2
"6838","Myrcia myrcioides",0
"6839","Myrcia myriantha",0
"6840","Myrcia neesiana",0
"6841","Myrcia nubicola",0
"6842","Myrcia obumbrans",0
"6843","Myrcia paivae",1
"6844","Myrcia pentagona",0
"6845","Myrcia pertusa",0
"6846","Myrcia pistrinalis",0
"6847","Myrcia platyclada",0
"6848","Myrcia poeppigiana",0
"6849","Myrcia porphyrea",0
"6850","Myrcia ptariensis",0
"6851","Myrcia pyrifolia",0
"6852","Myrcia quitarensis",0
"6853","Myrcia revolutifolia",0
"6854","Myrcia rotundata",0
"6855","Myrcia rufipila",0
"6856","Myrcia rupta",0
"6857","Myrcia salicifolia",0
"6858","Myrcia salticola",0
"6859","Myrcia sanisidrensis",0
"6860","Myrcia saxatilis",0
"6861","Myrcia servata",0
"6862","Myrcia sessiliflora",0
"6863","Myrcia silvatica",0
"6864","Myrcia sipapensis",0
"6865","Myrcia sororopanensis",0
"6866","Myrcia speciosa",0
"6867","Myrcia splendens",2
"6868","Myrcia subcordifolia",0
"6869","Myrcia subglabra",0
"6870","Myrcia subobliqua",0
"6871","Myrcia subsessilis",0
"6872","Myrcia sylvatica",2
"6873","Myrcia symmetrica",0
"6874","Myrcia tafelbergica",0
"6875","Myrcia tomentosa",1
"6876","Myrcia uaioai",0
"6877","Myrcia verticillata",0
"6878","Myrcianthes callicoma",0
"6879","Myrcianthes discolor",0
"6880","Myrcianthes karsteniana",0
"6881","Myrcianthes osteomeloides",0
"6882","Myrcianthes prodigiosa",0
"6883","Myrcianthes rhopaloides",0
"6884","Myrcianthes sessilis",0
"6885","Myrciaria cordata",0
"6886","Myrciaria dubia",32
"6887","Myrciaria floribunda",1
"6888","Myrciaria puberulenta",0
"6889","Myrciaria racemosa",0
"6890","Myrciaria tenella",0
"6891","Myrciaria vexator",0
"6892","Myrciaria vismiifolia",0
"6893","Myrteola nummularia",0
"6894","Pimenta racemosa",0
"6895","Plinia clausa",0
"6896","Plinia costata",0
"6897","Plinia duplipilosa",0
"6898","Plinia humaitana",0
"6899","Plinia inflata",0
"6900","Plinia involucrata",0
"6901","Plinia pinnata",0
"6902","Plinia povedae",0
"6903","Plinia rivularis",0
"6904","Plinia tapuruquarana",0
"6905","Plinia valenciana",0
"6906","Plinia yasuniana",0
"6907","Pseudanamomis umbellulifera",0
"6908","Psidium acidum",1
"6909","Psidium acutangulum",4
"6910","Psidium densicomum",1
"6911","Psidium donianum",0
"6912","Psidium friedrichsthalianum",0
"6913","Psidium fulvum",0
