family,species,life.form,tree.10cm.DBH,Brazil,Peru,Ecuador,Bolivia,Colombia,French.Guiana,Guyana,Surinam,Venezuela,Guiana.Shield.summarised,group,genus,fullname,checked.by.specialists,notes
Costaceae,Costus guanaiensis,herb,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,Angiosperm,Costus,Costus guanaiensis Rusby,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus juruanus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Costus,Costus juruanus K.Schum.,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus lasius,herb,no,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Costus,Costus lasius Loes.,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus longebracteolatus,herb,no,yes,yes,yes,no,yes,no,yes,no,no,yes,Angiosperm,Costus,Costus longebracteolatus Maas,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus productus,herb,no,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Costus,Costus productus Gleason ex Maas,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus scaber,herb,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Costus,Costus scaber Ruiz & Pav.,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus spiralis,herb,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Costus,Costus spiralis (Jacquin) Roscoe,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus sprucei,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Costus,Costus sprucei Maas,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus ulei,herb,no,yes,yes,no,no,no,no,no,no,no,no,Angiosperm,Costus,Costus ulei Loes.,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus varzearum,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Costus,Costus varzearum Maas,yes,revised.by.T.André.D.Cardoso
Costaceae,Costus zingiberoides,herb,no,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Costus,Costus zingiberoides J.F.Macbr.,yes,revised.by.T.André.D.Cardoso
Costaceae,Dimerocostus argenteus,herb,no,no,yes,no,yes,no,no,no,no,no,no,Angiosperm,Dimerocostus,Dimerocostus argenteus (Ruiz & Pavon) Maas,yes,revised.by.T.André.D.Cardoso
Costaceae,Dimerocostus strobilaceus,herb,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,Angiosperm,Dimerocostus,Dimerocostus strobilaceus Kuntze,yes,revised.by.T.André.D.Cardoso
Costaceae,Monocostus uniflorus,herb,no,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Monocostus,Monocostus uniflorus (Poepp. ex Petersen) Maas,yes,revised.by.T.André.D.Cardoso
Dichapetalaceae,Dichapetalum asplundeanum,tree,yes,no,no,yes,no,no,no,no,no,no,no,Angiosperm,Dichapetalum,Dichapetalum asplundeanum Prance,yes,revised.by.G.T.Prance
Dichapetalaceae,Dichapetalum coelhoi,liana,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Dichapetalum,Dichapetalum coelhoi Prance,yes,revised.by.G.T.Prance
Dichapetalaceae,Dichapetalum froesii,climber,no,yes,no,yes,no,yes,no,no,no,no,no,Angiosperm,Dichapetalum,Dichapetalum froesii Prance,yes,revised.by.G.T.Prance
Dichapetalaceae,Dichapetalum latifolium,liana,no,yes,yes,no,yes,yes,no,no,no,yes,yes,Angiosperm,Dichapetalum,Dichapetalum latifolium Baill.,yes,revised.by.G.T.Prance
Dichapetalaceae,Dichapetalum odoratum,"liana, tree",no,yes,yes,yes,no,no,no,yes,no,yes,yes,Angiosperm,Dichapetalum,Dichapetalum odoratum Baill.,yes,revised.by.G.T.Prance
Dichapetalaceae,Dichapetalum pauper,liana,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Dichapetalum,Dichapetalum pauper Rizzini,yes,revised.by.G.T.Prance
Dichapetalaceae,Dichapetalum pedunculatum,liana,no,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Dichapetalum,Dichapetalum pedunculatum (DC.) Baill.,yes,revised.by.G.T.Prance
Dichapetalaceae,Dichapetalum rugosum,"liana, tree",no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,Angiosperm,Dichapetalum,Dichapetalum rugosum (Vahl) Prance,yes,revised.by.G.T.Prance
Dichapetalaceae,Dichapetalum schulzii,"liana, tree",no,no,no,no,no,no,no,no,yes,no,yes,Angiosperm,Dichapetalum,Dichapetalum schulzii Prance,yes,revised.by.G.T.Prance
Dichapetalaceae,Dichapetalum spruceanum,"shrub, tree, liana",no,yes,yes,yes,yes,yes,no,yes,no,no,yes,Angiosperm,Dichapetalum,Dichapetalum spruceanum Baill.,yes,revised.by.G.T.Prance
Dichapetalaceae,Stephanopodium angulatum,tree,yes,no,no,yes,no,no,no,no,no,no,no,Angiosperm,Stephanopodium,Stephanopodium angulatum (Little) Prance,yes,revised.by.G.T.Prance
Dichapetalaceae,Stephanopodium peruvianum,tree,yes,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Stephanopodium,Stephanopodium peruvianum Poepp. & Endl.,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura acreana,tree,yes,yes,yes,no,no,no,no,no,no,no,no,Angiosperm,Tapura,Tapura acreana (Ule) Rizzini,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura amazonica,"tree, shrub",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Tapura,Tapura amazonica Poepp. & Endl.,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura capitulifera,tree,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Tapura,Tapura capitulifera Baill.,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura coriacea,tree,yes,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Tapura,Tapura coriacea J.F.Macbr.,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura ferreyrae,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Tapura,Tapura ferreyrae Prance,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura guianensis,tree,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,Angiosperm,Tapura,Tapura guianensis Aubl.,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura julianii,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Tapura,Tapura julianii J.F.Macbr.,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura juruana,tree,yes,yes,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Tapura,Tapura juruana (Ule) Rizzini,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura lanceolata,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Tapura,Tapura lanceolata (Ducke) Rizzini,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura magnifolia,tree,yes,no,no,yes,no,no,no,no,no,no,no,Angiosperm,Tapura,Tapura magnifolia Prance,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura peruviana,tree,yes,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Tapura,Tapura peruviana Krause,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura singularis,tree,yes,yes,no,no,no,no,yes,no,no,no,yes,Angiosperm,Tapura,Tapura singularis Ducke,yes,revised.by.G.T.Prance
Dichapetalaceae,Tapura tessmannii,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Tapura,Tapura tessmannii (K.Krause) Prance,yes,revised.by.G.T.Prance
Droseraceae,Drosera amazonica,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Drosera,"Drosera amazonica Rivadavia, A.Fleischm. & Vicent.",yes,revised.by.D.Cardoso.R.C.Forzza
Droseraceae,Drosera biflora,herb,no,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Drosera,Drosera biflora Willd. ex Schult.,yes,revised.by.D.Cardoso.R.C.Forzza
Droseraceae,Drosera capillaris,herb,no,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Drosera,Drosera capillaris Poir.,yes,revised.by.D.Cardoso.R.C.Forzza
Droseraceae,Drosera cayennensis,herb,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,Angiosperm,Drosera,Drosera cayennensis Sagot ex Diels,yes,revised.by.D.Cardoso.R.C.Forzza
Droseraceae,Drosera communis,herb,no,yes,no,no,yes,no,no,no,no,yes,yes,Angiosperm,Drosera,Drosera communis A.St.-Hil.,yes,revised.by.D.Cardoso.R.C.Forzza
Droseraceae,Drosera intermedia,herb,no,yes,no,no,no,no,no,yes,yes,yes,yes,Angiosperm,Drosera,Drosera intermedia Hayne,yes,revised.by.D.Cardoso.R.C.Forzza
Droseraceae,Drosera kaieteurensis,herb,no,no,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Drosera,Drosera kaieteurensis Brumm.-Ding.,yes,revised.by.D.Cardoso.R.C.Forzza
Droseraceae,Drosera sessilifolia,herb,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Drosera,Drosera sessilifolia A.St.-Hil.,yes,revised.by.D.Cardoso.R.C.Forzza
Elaeocarpaceae,Sloanea brevipes,tree,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,Angiosperm,Sloanea,Sloanea brevipes Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea davidsei,tree,yes,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Sloanea,Sloanea davidsei Steyerm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea dubia,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea dubia Boeira,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea duckei,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea duckei Earle Sm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea durissima,tree,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Sloanea,Sloanea durissima Spruce ex Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea echinocarpa,tree,yes,yes,no,no,no,no,yes,yes,yes,no,yes,Angiosperm,Sloanea,Sloanea echinocarpa Uittien,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea eichleri,tree,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Sloanea,Sloanea eichleri K.Schum.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea erismoides,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea erismoides Ducke,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea floribunda,tree,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,Angiosperm,Sloanea,Sloanea floribunda Spruce ex Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea fragrans,tree,yes,no,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Sloanea,Sloanea fragrans Rusby,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea froesii,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea froesii Earle Sm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea gentryi,tree,yes,no,no,no,yes,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea gentryi Pal.-Duque & C.M.Baeza,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea grandezii,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea grandezii Vásquez,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea grandiflora,tree,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,Angiosperm,Sloanea,Sloanea grandiflora Sm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea grandis,tree,yes,yes,no,no,yes,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea grandis Ducke,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea granulosa,tree,yes,yes,no,no,no,no,yes,no,no,no,yes,Angiosperm,Sloanea,Sloanea granulosa Ducke,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea guianensis,tree,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Sloanea,Sloanea guianensis (Aubl.) Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea heteroneura,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea heteroneura Boeira,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea kuhlmannii,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea kuhlmannii Ducke,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea lanceolata,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea lanceolata Earle Sm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea latifolia,tree,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,Angiosperm,Sloanea,Sloanea latifolia (Rich.) K.Schum.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea laurifolia,tree,yes,yes,yes,no,no,no,no,no,no,yes,yes,Angiosperm,Sloanea,Sloanea laurifolia (Benth.) Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea macrophylla,tree,yes,yes,yes,no,no,no,no,yes,no,yes,yes,Angiosperm,Sloanea,Sloanea macrophylla Benth. ex Turcz.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea multiflora,tree,yes,no,no,no,yes,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea multiflora H.Karst.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea multinervis,tree,yes,no,no,yes,no,no,no,no,no,no,no,Angiosperm,Sloanea,"Sloanea multinervis J.E.Guevara, D.Fernández & W.Palacios",yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea nitida,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea nitida G.Don,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea obtusa,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea obtusa (Splitg.) Schum.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea parviflora,tree,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,Angiosperm,Sloanea,Sloanea parviflora Planch. ex Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea parvifructa,tree,yes,yes,yes,no,no,yes,no,no,no,yes,yes,Angiosperm,Sloanea,Sloanea parvifructa Steyerm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea picapica,tree,yes,no,yes,no,no,no,no,yes,no,yes,yes,Angiosperm,Sloanea,Sloanea picapica Standl.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea pseudoverticillata,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea pseudoverticillata Boeira,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea pubescens,tree,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,Angiosperm,Sloanea,Sloanea pubescens Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea robusta,tree,yes,no,yes,yes,no,no,no,no,no,yes,yes,Angiosperm,Sloanea,Sloanea robusta Uittien,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea rojasiae,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea rojasiae Vásquez,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea rufa,tree,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,Angiosperm,Sloanea,Sloanea rufa Planch. ex Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea schomburgkii,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea schomburgkii Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea sinemariensis,tree,yes,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Sloanea,Sloanea sinemariensis Aubl.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea spathulata,tree,yes,yes,yes,yes,yes,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea spathulata Earle Sm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea subpsilocarpa,tree,yes,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Sloanea,Sloanea subpsilocarpa Steyerm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea synandra,tree,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,Angiosperm,Sloanea,Sloanea synandra Spruce ex Benth.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea terniflora,tree,yes,yes,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Sloanea,Sloanea terniflora (DC.) Standl.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea tuerckheimii,tree,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,Angiosperm,Sloanea,Sloanea tuerckheimii Donn.Sm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea uniflora,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Sloanea,Sloanea uniflora D.Sampaio & V.C.Souza,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Sloanea wurdackii,tree,yes,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Sloanea,Sloanea wurdackii Steyerm.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Vallea ecuadorensis,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Vallea,Vallea ecuadorensis J.Jaram.,yes,revised.by.T.D.Pennington
Elaeocarpaceae,Vallea stipularis,tree,yes,no,yes,no,yes,no,no,no,no,no,no,Angiosperm,Vallea,Vallea stipularis L.f.,yes,revised.by.T.D.Pennington
Eriocaulaceae,Comanthera angustifolia,herb,no,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Comanthera,Comanthera angustifolia (Moldenke) Echtern.,yes,revised.by.M.Trovó
Eriocaulaceae,Comanthera jenmanii,herb,no,no,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Comanthera,Comanthera jenmanii (Gleason) L.R. Parra & Giul.,yes,revised.by.M.Trovó
Eriocaulaceae,Comanthera kegeliana,herb,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Comanthera,Comanthera kegeliana (Körn.) Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Comanthera reflexa,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Comanthera,Comanthera reflexa (Gleason) L.R.Parra & Giul.,yes,revised.by.M.Trovó
Eriocaulaceae,Comanthera xeranthemoides,herb,no,yes,no,no,yes,no,no,yes,no,no,yes,Angiosperm,Comanthera,Comanthera xeranthemoides (Bong.) L.R.Parra & Giul.,yes,revised.by.M.Trovó
Eriocaulaceae,Eriocaulon cinereum,herb,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Eriocaulon,Eriocaulon cinereum R.Br.,yes,revised.by.M.Trovó
Eriocaulaceae,Eriocaulon gibbosum,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Eriocaulon,Eriocaulon gibbosum Koern.,yes,revised.by.M.Trovó
Eriocaulaceae,Eriocaulon guyanense,herb,no,yes,no,no,no,no,no,yes,no,no,yes,Angiosperm,Eriocaulon,Eriocaulon guyanense Koern.,yes,revised.by.M.Trovó
Eriocaulaceae,Eriocaulon humboldtii,herb,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Eriocaulon,Eriocaulon humboldtii Kunth,yes,revised.by.M.Trovó
Eriocaulaceae,Eriocaulon setaceum,herb,no,yes,no,no,no,no,yes,yes,no,yes,yes,Angiosperm,Eriocaulon,Eriocaulon setaceum L.,yes,revised.by.M.Trovó
Eriocaulaceae,Eriocaulon spruceanum,herb,no,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Eriocaulon,Eriocaulon spruceanum Körn.,yes,revised.by.M.Trovó
Eriocaulaceae,Leiothrix flavescens,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Leiothrix,Leiothrix flavescens (Bong.) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus bifidus,herb,no,yes,no,no,no,no,yes,yes,no,yes,yes,Angiosperm,Paepalanthus,Paepalanthus bifidus (Schrad. ex Schult.) Kunth,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus chiquitensis,herb,no,yes,no,no,yes,yes,no,no,no,yes,yes,Angiosperm,Paepalanthus,Paepalanthus chiquitensis Herzog,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus cururensis,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Paepalanthus,Paepalanthus cururensis Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus fasciculatus,herb,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,Angiosperm,Paepalanthus,Paepalanthus fasciculatus (Rottb.) Kunth,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus lamarckii,herb,no,yes,no,no,no,yes,yes,yes,no,yes,yes,Angiosperm,Paepalanthus,Paepalanthus lamarckii Kunth,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus oyapockensis,herb,no,yes,no,no,no,no,no,yes,yes,yes,yes,Angiosperm,Paepalanthus,Paepalanthus oyapockensis Herzog,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus perpusillus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Paepalanthus,Paepalanthus perpusillus Kunth,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus piresii,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Paepalanthus,Paepalanthus piresii Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus polytrichoides,herb,no,yes,no,no,no,no,no,yes,yes,no,yes,Angiosperm,Paepalanthus,Paepalanthus polytrichoides Kunth,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus singularius,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Paepalanthus,Paepalanthus singularius Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus subtilis,herb,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Paepalanthus,Paepalanthus subtilis Miq.,yes,revised.by.M.Trovó
Eriocaulaceae,Paepalanthus tortilis,herb,no,yes,no,no,no,no,no,yes,no,no,yes,Angiosperm,Paepalanthus,Paepalanthus tortilis (Bong.) Mart. ex Körn.,yes,revised.by.M.Trovó
Eriocaulaceae,Rondonanthus capillaceus,herb,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Rondonanthus,Rondonanthus capillaceus (Klotzsch ex Körn.) Hensold & Giul.,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus acephalus,herb,no,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus acephalus Hensold,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus allenii,herb,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus allenii Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus amapensis,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus amapensis Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus amazonicus,herb,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus amazonicus Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus anomalus,herb,no,yes,no,no,yes,no,no,yes,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus anomalus (Körn.) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus bellus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus bellus Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus bisumbellatus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus bisumbellatus (Steud.) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus bracteosus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus bracteosus Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus cachimboensis,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus cachimboensis Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus caulescens,herb,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus caulescens (Poir.) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus cuyabensis,herb,no,yes,no,no,no,no,no,yes,yes,no,yes,Angiosperm,Syngonanthus,"Syngonanthus cuyabensis (Bong.) Giul., Hensold & L.R.Parra",yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus davidsei,herb,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Syngonanthus,Syngonanthus davidsei Huft,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus dichroanthus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus dichroanthus Hensold,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus egleri,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus egleri Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus fenestratus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus fenestratus Hensold,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus gracilis,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus gracilis (Bong) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus heteropeploides,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus heteropeploides Herzog,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus heteropeplus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus heteropeplus (Körn.) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus humboldtii,herb,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus humboldtii (Kunth) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus lanatus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus lanatus Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus longipes,herb,no,yes,no,no,yes,no,no,yes,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus longipes Gleason,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus nitens,herb,no,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus nitens (Bong.) Ruhland,yes,revised.by.M.Trovó
